rownum,id,author,author-aux,author-orcid,booktitle,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,key,mdate,month,note,note-type,number,pages,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,chair,conference_keywords,conference_type,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,proceedings_keywords
38,159887,Manfred Börkel|Peter Gerstl,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_77,,,journals/lncs/BorkelG91,2017-05-20,,,,,482-489,,,,A Knowledge Engineering Environment for LILOG.,,,db/journals/lncs/lncs546.html#BorkelG91,,1991,Charles-Henry Frouart|Daan Schuurbiers,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Brendan J. Frey,Computer vision,accept,Sed neque tempora est etincidunt.,accept,Ut velit modi amet dolor non amet.,Full Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
39,159888,Ramez Elmasri|Vram Kouramajian,,,Advanced Database Systems,,,,journals/lncs/1993-759,,,https://doi.org/10.1007/3-540-57507-3_9,,,journals/lncs/ElmasriK93,2017-05-20,,,,,175-190,,,,A Temporal Query Language For A Conceptual Model.,,,db/journals/lncs/lncs759.html#ElmasriK93,,1993,Dimitrios Adamis|Milos Cekic,Boaz Nadler|Manfred Georg|Katherine A. Austin,Computer graphics|Human-computer interaction|Computer vision|Natural language processing,Symposium,Katherine A. Austin,Information theory|Algorithm analysis,accept,Adipisci numquam consectetur neque quiquia neque.,accept,Consectetur sed dolorem numquam magnam etincidunt.,Full Paper,Artificial intelligence|High-performance computing|Distributed computing|Natural language processing|Computer graphics
40,159890,Andreas Arning,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_90,,,journals/lncs/Arning91,2017-05-20,,,,,719-733,,,,The Trace of Building a Large AI System.,,,db/journals/lncs/lncs546.html#Arning91,,1991,Saeed Banihashemi|Elise Smith,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Junsong Yuan,Natural language processing,reject,Non non adipisci voluptatem.,reject,Labore velit sed consectetur sed adipisci adipisci dolor.,Poster,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
41,159892,Roland Seiffert,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_52,,,journals/lncs/Seifert91a,2017-05-20,,,,,63-73,,,,Unification-ID/LP Grammars: Formalization and Parsing.,,,db/journals/lncs/lncs546.html#Seifert91a,,1991,Tomas Kliestik|Flordeliz Bugarin,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Sreangsu Acharyya,Cryptography|Robotics,reject,Numquam est dolore dolorem labore.,reject,Eius numquam eius adipisci amet magnam.,Short Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
42,159893,Haiyan Ye|Kokou Yétongnon|Markus Tresch|Martin Andersson|Stefano Spaccapietra|Yann Dupont,,,Advanced Database Systems,,,,journals/lncs/1993-759,,,https://doi.org/10.1007/3-540-57507-3_18,,,journals/lncs/AnderssonDSYTY93,2017-05-20,,,,,359-380,,,,FEMUS: A Federated Multilingual Database System.,,,db/journals/lncs/lncs759.html#AnderssonDSYTY93,,1993,Ana Marusic|Arleen Salles,Boaz Nadler|Manfred Georg|Katherine A. Austin,Computer graphics|Human-computer interaction|Computer vision|Natural language processing,Symposium,Manfred Georg,Deep learning,reject,Quiquia tempora quaerat quaerat.,accept,Consectetur quaerat eius eius ipsum modi.,Short Paper,Artificial intelligence|High-performance computing|Distributed computing|Natural language processing|Computer graphics
43,159894,Bernhard Nebel|Gert Smolka,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_74,,,journals/lncs/NebelS91,2017-05-20,,,,,439-452,,,,Attribute Description Formalisms ... and the Rest of the World.,,,db/journals/lncs/lncs546.html#NebelS91,,1991,Siegfried Kanngießer|Barbara K. Redman,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,David H. Stern,Information theory,accept,Amet neque quisquam porro neque quisquam numquam magnam.,reject,Sit porro porro est sed porro.,Poster,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
44,159896,François Fages,,,Constraint Programming,,,,journals/lncs/1994-910,,,https://doi.org/10.1007/3-540-59155-9_5,,,journals/lncs/Fages94,2017-05-20,,,,,68-89,,,,Constructive Negation by Pruning and Optimizing Higher-Order Predicates for CLP and CC Languages,,,db/journals/lncs/lncs910.html#Fages94,,1994,Bernice Elger|Carl Mitcham,Horst Schmitt|Philip M. Long|Jeffrey T. Mason|George R. Hoffmann,Cryptography|Deep learning|Human-computer interaction|High-performance computing,Regular,Philip M. Long,Machine learning,reject,Amet numquam etincidunt ut dolorem quaerat.,reject,Est etincidunt adipisci ut modi labore numquam.,Short Paper,Algorithm analysis|Distributed computing|Machine learning|Human-computer interaction
45,159897,H. V. Jagadish|Narain H. Gehani|Oded Shmueli,,,Advanced Database Systems,,,,journals/lncs/1993-759,,,https://doi.org/10.1007/3-540-57507-3_1,,,journals/lncs/GehaniJS93,2017-05-20,,,,,3-15,,,,COMPOSE: A System For Composite Specification And Detection.,,,db/journals/lncs/lncs759.html#GehaniJS93,,1993,Ingrid Olesen|Reinhard Kreissl,Boaz Nadler|Manfred Georg|Katherine A. Austin,Computer graphics|Human-computer interaction|Computer vision|Natural language processing,Symposium,Katherine A. Austin,Deep learning,reject,Porro ipsum consectetur tempora.,reject,Dolore tempora quaerat labore.,Short Paper,Artificial intelligence|High-performance computing|Distributed computing|Natural language processing|Computer graphics
46,159899,Stanley Y. W. Su|Yuh-Ming Shyy,,,Advanced Database Systems,,,,journals/lncs/1993-759,,,https://doi.org/10.1007/3-540-57507-3_6,,,journals/lncs/SuS93,2017-05-20,,,,,105-125,,,,An Object-Oriented Knowledge Model for KBMS-supported Evolutioinary Prototyping of Software Systems.,,,db/journals/lncs/lncs759.html#SuS93,,1993,Ahmed Fouad Bouras|H. Raymond Strong,Boaz Nadler|Manfred Georg|Katherine A. Austin,Computer graphics|Human-computer interaction|Computer vision|Natural language processing,Symposium,Boaz Nadler,Artificial intelligence|Machine learning|Cybersecurity,reject,Quisquam labore est dolore quisquam adipisci est porro.,accept,Consectetur eius est magnam.,Full Paper,Artificial intelligence|High-performance computing|Distributed computing|Natural language processing|Computer graphics
47,159900,Hans-Joachim Novak|Zuzana Krifka Dobes,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_86,,,journals/lncs/DobesN91,2017-05-20,,,,,670-684,,,,from Knowledge Structures to Text Structures.,,,db/journals/lncs/lncs546.html#DobesN91,,1991,Sonia Maria Ramos de Vasconcelos|Enrique Hernández-Montes,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Junsong Yuan,Distributed computing|Quantum computing|Information theory,reject,Porro labore numquam sed.,accept,Eius porro ipsum est voluptatem etincidunt dolorem dolorem.,Full Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
48,159902,Dieter Fensel|Dieter Landes|Jürgen Angele|Rudi Studer|Susanne Neubert,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_78,,,journals/lncs/AngeleFLNS91,2017-05-20,,,,,490-500,,,,Knowledge Engineering in the Context of Related Fields of Research.,,,db/journals/lncs/lncs546.html#AngeleFLNS91,,1991,Debra Parrish|Randal E. Bryant,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Junsong Yuan,Deep learning|Data mining|Computational complexity,reject,Adipisci porro dolorem amet sed consectetur quisquam dolor.,accept,Labore est ut aliquam velit modi consectetur.,Poster,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
49,159904,Bart Geurts|Rob A. van der Sandt,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_65,,,journals/lncs/SandtG91,2017-05-20,,,,,259-296,,,,"Presupposition, Anaphora, and Lexical Content.",,,db/journals/lncs/lncs546.html#SandtG91,,1991,Cristina del Barrio|Hasnah Binti Haron,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,David H. Stern,Quantum computing|Cybersecurity|Computational complexity,reject,Velit magnam sed aliquam ut dolorem.,reject,Quisquam quaerat tempora tempora.,Full Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
50,159905,Giuseppe Nardiello|Philippe Codognet,,,Constraint Programming,,,,journals/lncs/1994-910,,,https://doi.org/10.1007/3-540-59155-9_3,,,journals/lncs/CodognetN94,2017-05-20,,,,,39-61,,,,Enhancing the Constraint-Solving Power of CLP(FD) by Means of Path-Consistency Methods,,,db/journals/lncs/lncs910.html#CodognetN94,,1994,Sara Goering|Russell George Thompson,Horst Schmitt|Philip M. Long|Jeffrey T. Mason|George R. Hoffmann,Cryptography|Deep learning|Human-computer interaction|High-performance computing,Regular,Jeffrey T. Mason,Computational complexity|Algorithm analysis|High-performance computing,accept,Velit dolore ipsum dolor porro quaerat eius aliquam.,reject,Velit eius dolor non.,Short Paper,Algorithm analysis|Distributed computing|Machine learning|Human-computer interaction
51,159907,Udo Pletat,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_69,,,journals/lncs/Pletat91,2017-05-20,,,,,357-379,,,,The Knowledge Representation Language L-LILOG.,,,db/journals/lncs/lncs546.html#Pletat91,,1991,Tankred Rautert|Christian Reuter 0001,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Sreangsu Acharyya,Computer vision,accept,Dolorem eius eius voluptatem quaerat amet quisquam.,accept,Porro dolor labore consectetur amet voluptatem est.,Demo Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
52,159908,Rolf Mayer,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_66,,,journals/lncs/Mayer91,2017-05-20,,,,,297-312,,,,Anaphora and Domain Restriction.,,,db/journals/lncs/lncs546.html#Mayer91,,1991,Justin L. Hess|Günther Heinemann,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Junsong Yuan,Computer graphics,reject,Modi quiquia modi tempora quisquam velit voluptatem sit.,reject,Voluptatem dolor ipsum eius sed dolore.,Demo Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
53,159910,Peter H. Schmitt,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_71,,,journals/lncs/Schmitt91,2017-05-20,,,,,394-401,,,,Deductive Aspects of Three-Valued Logic.,,,db/journals/lncs/lncs546.html#Schmitt91,,1991,Jason Borenstein|Carol R. Thrush,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,David H. Stern,Cybersecurity,reject,Eius sed dolorem eius tempora.,reject,Porro quiquia dolore labore.,Short Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
54,159911,Simone Pribbenow,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_81,,,journals/lncs/Pribbenow91,2017-05-20,,,,,609-620,,,,Phenomena of Localization.,,,db/journals/lncs/lncs546.html#Pribbenow91,,1991,Knut H. Sørensen|Arif Sari,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Brendan J. Frey,Natural language processing|Data mining|Cryptography,accept,Labore aliquam dolore numquam.,accept,Dolore quaerat ipsum quisquam modi etincidunt modi consectetur.,Full Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
55,159912,Jean-Louis Imbert,,,Constraint Programming,,,,journals/lncs/1994-910,,,https://doi.org/10.1007/3-540-59155-9_7,,,journals/lncs/Imbert94,2017-05-20,,,,,108-127,,,,Linear Constraint Solving in CLP-Languages,,,db/journals/lncs/lncs910.html#Imbert94,,1994,Oleg V. Khamisov|Cameron Gordon,Horst Schmitt|Philip M. Long|Jeffrey T. Mason|George R. Hoffmann,Cryptography|Deep learning|Human-computer interaction|High-performance computing,Regular,Horst Schmitt,Artificial intelligence,accept,Dolore quiquia eius modi neque.,reject,Dolorem labore dolorem tempora aliquam tempora tempora quisquam.,Short Paper,Algorithm analysis|Distributed computing|Machine learning|Human-computer interaction
56,159913,Kurt Eberle,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_67,,,journals/lncs/Eberle91,2017-05-20,,,,,313-341,,,,On Representing the Temporal Structure of Texts.,,,db/journals/lncs/lncs546.html#Eberle91,,1991,Stephen A. Gallo|Inga Ulnicane,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,Brendan J. Frey,Computer vision,accept,Modi labore quaerat consectetur porro.,reject,Sit velit ipsum non.,Full Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
57,159914,Siegfried Kanngießer,,,Text Understanding in LILOG,,,,journals/lncs/1991-546,,,https://doi.org/10.1007/3-540-54594-8_55,,,journals/lncs/Kanngiesser91,2017-05-20,,,,,105-111,,,,Outlines of LEU/2 Lexicology.,,,db/journals/lncs/lncs546.html#Kanngiesser91,,1991,Amos Darko|Amitabha Gupta,David H. Stern|Junsong Yuan|Brendan J. Frey|Sreangsu Acharyya,Cybersecurity|Robotics|Natural language processing|Deep learning,Workshop,David H. Stern,Computer graphics,accept,Ipsum est modi modi neque adipisci modi voluptatem.,reject,Neque quisquam etincidunt amet etincidunt.,Demo Paper,Quantum computing|Data mining|High-performance computing|Robotics|Information theory
58,159917,Francesca Rossi|Ugo Montanari,,,Constraint Programming,,,,journals/lncs/1994-910,,,https://doi.org/10.1007/3-540-59155-9_10,,,journals/lncs/MontanariR94,2017-05-20,,,,,171-192,,,,Concurrency and Concurrent Constraint Programming,,,db/journals/lncs/lncs910.html#MontanariR94,,1994,Ivo Maathuis|Alex A. Karner,Horst Schmitt|Philip M. Long|Jeffrey T. Mason|George R. Hoffmann,Cryptography|Deep learning|Human-computer interaction|High-performance computing,Regular,Horst Schmitt,High-performance computing,accept,Numquam adipisci voluptatem magnam sed.,accept,Consectetur velit numquam non.,Short Paper,Algorithm analysis|Distributed computing|Machine learning|Human-computer interaction
59,159918,Baudouin Le Charlier,,,Constraint Programming,,,,journals/lncs/1994-910,,,https://doi.org/10.1007/3-540-59155-9_9,,,journals/lncs/Charlier94,2017-05-20,,,,,147-170,,,,Abstract Interpretation and Finite Domain Symbolic Constraints,,,db/journals/lncs/lncs910.html#Charlier94,,1994,Markus Wiegelmann|Jirí Sgall,Horst Schmitt|Philip M. Long|Jeffrey T. Mason|George R. Hoffmann,Cryptography|Deep learning|Human-computer interaction|High-performance computing,Regular,George R. Hoffmann,Computational complexity,accept,Sed neque modi dolore tempora amet ipsum non.,reject,Consectetur ipsum sed amet quaerat amet quiquia dolor.,Short Paper,Algorithm analysis|Distributed computing|Machine learning|Human-computer interaction
60,159919,Hélène Kirchner,,,Constraint Programming,,,,journals/lncs/1994-910,,,https://doi.org/10.1007/3-540-59155-9_8,,,journals/lncs/Kirchner94,2017-05-20,,,,,128-146,,,,On the Use of Constraints in Automated Deduction,,,db/journals/lncs/lncs910.html#Kirchner94,,1994,Xiaoou Liu|Gisela Schöpke,Horst Schmitt|Philip M. Long|Jeffrey T. Mason|George R. Hoffmann,Cryptography|Deep learning|Human-computer interaction|High-performance computing,Regular,Philip M. Long,Big data,accept,Ut aliquam adipisci consectetur labore.,accept,Voluptatem dolore quaerat sit porro.,Poster,Algorithm analysis|Distributed computing|Machine learning|Human-computer interaction
61,159920,Hubert Comon,,,Constraint Programming,,,,journals/lncs/1994-910,,,https://doi.org/10.1007/3-540-59155-9_4,,,journals/lncs/Comon94,2017-05-20,,,,,62-67,,,,Constraints in Term Algebras: An Overview of Constraint Solving Techniques,,,db/journals/lncs/lncs910.html#Comon94,,1994,Jacques Wainer|Mehdi Dadkhah,Horst Schmitt|Philip M. Long|Jeffrey T. Mason|George R. Hoffmann,Cryptography|Deep learning|Human-computer interaction|High-performance computing,Regular,George R. Hoffmann,Artificial intelligence,accept,Amet ipsum modi velit voluptatem amet adipisci labore.,accept,Eius modi amet porro etincidunt.,Full Paper,Algorithm analysis|Distributed computing|Machine learning|Human-computer interaction
62,159922,Jean-Claude Franchitti|Roger King,,,Advanced Database Systems,,,,journals/lncs/1993-759,,,https://doi.org/10.1007/3-540-57507-3_16,,,journals/lncs/FranchittiK93,2017-05-20,,,,,313-336,,,,"Amalgame: A Tool for Creating Interoperating, Persistent, Heterogeneous Components.",,,db/journals/lncs/lncs759.html#FranchittiK93,,1993,Klaus Lux|Matthias Transier,Boaz Nadler|Manfred Georg|Katherine A. Austin,Computer graphics|Human-computer interaction|Computer vision|Natural language processing,Symposium,Katherine A. Austin,Computer networks|Computational complexity,reject,Dolore dolorem dolorem quaerat magnam modi numquam.,accept,Velit etincidunt quiquia sed.,Poster,Artificial intelligence|High-performance computing|Distributed computing|Natural language processing|Computer graphics
