rownum,id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-label,note-type,number,pages,publisher,publnr,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,editors,journal_keywords,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,volume_keywords
38,39,Ulrike Schwall,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS177,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,LMT - Machine Translation Demonstration,,,,IWBS Report 177,1991,Belinda B. King|Betty B. Chaar,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Nic Schraudolph,Computer vision|Quantum computing|Information theory|Cryptography,reject,Adipisci aliquam sed voluptatem ut magnam est consectetur.,reject,Dolor ipsum quiquia dolore quiquia.,Short Paper,Cloud computing|Natural language processing|Cryptography|Distributed computing
39,40,Bernd Walter|Rudi Studer,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG3,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Implementation Aspects of a Natural Language Understanding System in a Prolog/DB Environment,,,,LILOG-Report 3,1986,Ipke Wachsmuth|Peter Gerstl,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Roi Livni,Big data|Information theory|Data mining,accept,Adipisci dolorem modi numquam sed etincidunt.,accept,Porro sit velit etincidunt numquam tempora dolore.,Demo Paper,Computer graphics|Distributed computing|Information theory|Computer networks|Human-computer interaction
40,41,Albert Maier|Erich Gehlen|Michael Ley,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS154,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Sort Processing in a Deductive Database System,,,,IWBS Report 154,1991,Katarina Valaskova|Eddie Conlon,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Yongmou Liu,Computer vision|Cryptography|Natural language processing|Information theory,accept,Dolorem dolorem non quaerat.,accept,Numquam quaerat neque ut etincidunt voluptatem tempora.,Full Paper,Robotics|Cybersecurity|Deep learning|Information theory|Machine learning
41,42,Bernd Walter|Thomas Ludwig 0001,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS150,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,EFTA: A Database Retrieval Algebra for Feature Terms,,,,IWBS Report 150,1991,Scott D. Gelfand|Bernd Page,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Yongmou Liu,Deep learning|Data mining|Computer vision|Algorithm analysis|Computer networks,reject,Sit magnam consectetur eius tempora tempora.,accept,Tempora magnam etincidunt eius consectetur voluptatem.,Demo Paper,Artificial intelligence|Machine learning|Algorithm analysis|Cybersecurity
42,43,Toni Bollinger|Udo Pletat,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS165,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Knowledge in Operation,,,,IWBS Report 165,1991,Karl Schlechta|Anna Bernasconi 0001,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Yongmou Liu,Cloud computing|Human-computer interaction|Cybersecurity,accept,Ut velit est quiquia consectetur.,reject,Dolore modi adipisci magnam etincidunt aliquam ut.,Short Paper,Artificial intelligence|Natural language processing|Deep learning
43,44,Christoph Beierle,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS163,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,An Overview on Planning Applications in PROTOS-L,,,,IWBS Report 163,1991,Gianpiero Cabodi|Jeffrey T. Mason,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Mitja Trampus,Computer graphics|Cloud computing|Robotics|Deep learning,reject,Etincidunt amet porro neque non voluptatem.,accept,Ut ut ipsum etincidunt voluptatem quaerat quisquam voluptatem.,Demo Paper,Human-computer interaction|Information theory|Computer networks|High-performance computing|Quantum computing
44,45,Carola Eschenbach,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG34,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Über Ansätze zur Darstellung von Konzepten und Prototypen,,,,LILOG-Report 34,1988,Leonidas G. Koniaris|Henri-Corto Stoeklé,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Russell George Thompson,Big data|Deep learning|High-performance computing,accept,Quaerat non dolore etincidunt voluptatem quaerat tempora dolorem.,reject,Etincidunt numquam quiquia sit non ipsum est velit.,Short Paper,Cryptography|Quantum computing|Computer graphics|Natural language processing|Cloud computing
45,46,Gert Smolka|Manfred Schmidt-Schauß,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS68,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Attributive Concept Descriptions with Unions and Complements,,,,IWBS Report 68,1989,Maria Misankova|Bo Brinkman,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Yongmou Liu,Machine learning|Human-computer interaction|Distributed computing|Computer networks,accept,Porro neque dolore quaerat.,accept,Dolor eius consectetur tempora non sit.,Full Paper,Artificial intelligence|Computer vision|Distributed computing|Computer networks|Quantum computing
46,47,Hans-Joachim Goltz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS166,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Ein praktischer Algorithmus für die E-Unifikation,,,,IWBS Report 166,1991,Birgit Wesche|Frederick Grinnell,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Yongmou Liu,Quantum computing|Computational complexity|Cybersecurity|Information theory|Artificial intelligence,reject,Modi tempora porro non.,reject,Voluptatem tempora dolorem eius quisquam sit.,Short Paper,Natural language processing|Cybersecurity|Human-computer interaction
47,48,Claus-Rainer Rollinger,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG5,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Simulation Sprachlichen Verstehens: Generelle Probleme bei der semantischen Interpretation der natürlichen Sprache,,,,LILOG-Report 5,1986,Anne Schiller|Hugo Hellebrand,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Roi Livni,Human-computer interaction|Cloud computing|Natural language processing|Robotics|Data mining,reject,Magnam dolore consectetur quisquam.,reject,Dolor eius numquam dolorem neque numquam.,Short Paper,Big data|Robotics|Artificial intelligence|High-performance computing
48,49,Otthein Herzog,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS126,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,The Institute for Knowledge Based Systems in the IBM Germany Scientific Center,,,,IWBS Report 126,1990,Kenneth V. Iserson|Beuy Joob,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Computer vision|Deep learning|Computer graphics|Cybersecurity|Cloud computing,accept,Tempora modi sit neque eius dolore.,accept,Tempora numquam modi dolorem labore ut.,Full Paper,Deep learning|Big data|High-performance computing
49,50,Bernhard Beckert,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS208,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Konzeption und Implementierung von Gleichheit für einen tableau-basierten Theorem-Beweiser,,,,IWBS Report 208,1992,Daniela Glavanicová|Per Wikman-Svahn,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alina Beygelzimer,Cloud computing|Computer networks|Information theory|Artificial intelligence|Natural language processing,reject,Ut consectetur neque quisquam non.,accept,Quisquam modi eius magnam dolorem labore numquam.,Demo Paper,Cloud computing|Natural language processing|Algorithm analysis
50,51,Christoph Beierle|Stefan Böttcher,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS89,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,PROTOS-L: Towards a Knowledge Base Programming Language,,,,IWBS Report 89,1989,Clemens Lautemann|Douglas Walton,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Robotics|Computer networks|Algorithm analysis,reject,Quiquia quaerat quaerat magnam dolore est.,reject,Dolore sit neque magnam.,Demo Paper,Robotics|Natural language processing|Cybersecurity|Information theory
51,52,Stefan J. Schierholz,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS212,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Syntaktische Informationseinheiten zu deutschen Adjektiven,,,,IWBS Report 212,1992,Hugo Hellebrand|R. J. Gardner,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Mitja Trampus,Information theory|Computational complexity|Robotics|Cryptography|Data mining,accept,Est voluptatem neque labore velit tempora adipisci.,accept,Quaerat quaerat quiquia dolorem numquam numquam eius velit.,Demo Paper,Computer vision|Deep learning|Artificial intelligence
52,53,Christoph Beierle|Udo Pletat,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG37,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,"On the Interpretation of Equality, Sorts, and Logic Programming",,,,LILOG-Report 37,1987,Aaron Pratt Shepherd|Steffen Steinert,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Roi Livni,Computational complexity|Computer vision|Distributed computing,accept,Aliquam labore dolor adipisci tempora non porro eius.,reject,Amet modi labore dolore quisquam.,Full Paper,Big data|Data mining|Distributed computing|Cloud computing
53,54,Birgit Wendholt,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS237,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,DInG - ein Domänen-orientierter Inkrementeller und Integrierter Generator für kohärente Texte,,,,IWBS Report 237,1992,Donna Riley|Attahiru Sule Alfa,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Mitja Trampus,Human-computer interaction|Quantum computing|Cybersecurity|Cryptography|Deep learning,reject,Velit modi sed sed porro.,reject,Aliquam ipsum magnam neque sit consectetur.,Demo Paper,Human-computer interaction|Quantum computing|Information theory
54,55,Gudrun Klose,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS180,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Prozedurale Semantik. Repräsentation der Sprechergegenwart.,,,,IWBS Report 180,1991,Michel E. Adiba|Seumas Miller,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Mitja Trampus,Big data|Data mining|Deep learning,reject,Ipsum amet quiquia sit modi neque numquam.,accept,Magnam eius adipisci numquam consectetur ipsum tempora.,Demo Paper,Information theory|Algorithm analysis|Human-computer interaction
55,56,Klaus Rehkämper|Michael Herweg|Mohammed Nadjib Khenkhar|Simone Pribbenow,,,,,,,,,,,,,,LILOG-Memo,tr/ibm/LILOGM8,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Elsaß-Wanderung für Linguisten: Exemplarische Analyse und Repräsentation eines Satzes aus einer Reisebeschreibung,,,,LILOG-Memo 8,1988,Hugh P. Shanahan|Lisa A. Thompson,Thierry C. Pauchant|Kilho Shin|D. Marx|Kim Steenstrup Pedersen,Quantum computing|Cloud computing|Distributed computing|High-performance computing|Natural language processing,Kim Steenstrup Pedersen,Robotics|Deep learning|Distributed computing|Natural language processing|Computer networks,accept,Numquam tempora etincidunt dolor.,reject,Dolor sed tempora dolor porro porro dolore ut.,Demo Paper,Machine learning|Artificial intelligence|High-performance computing
56,57,Anja Theuner,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS220,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,"""Dictionary Dialog"" - Entwurf des Funktionsumfangs für eine Benutzerschnittstelle eines integrierten maschinellen/maschinenunterstützten Übersetzungssystems und prototypische Erstellung der Bildschirmfolge für die Funktion ""Semantische Relation""",,,,IWBS Report 220,1992,Gwendolynne Reid|Elisabeth Breidt,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alina Beygelzimer,Data mining|Cloud computing|Natural language processing,accept,Dolore porro velit aliquam porro ut amet neque.,reject,Voluptatem labore magnam dolore ut.,Short Paper,Natural language processing|Computational complexity|Computer graphics|Machine learning|Human-computer interaction
57,58,Brigitte Bartsch-Spörl,,,,,,,,,,,,,,LILOG-Memo,tr/ibm/LILOGM4,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Zur Behandlung komplexer Objekte in LILOG,,,,LILOG-Memo 4,1987,Daniel Pallarés-Domínguez|Rainer Bäuerle,Thierry C. Pauchant|Kilho Shin|D. Marx|Kim Steenstrup Pedersen,Quantum computing|Cloud computing|Distributed computing|High-performance computing|Natural language processing,D. Marx,Computer vision|Deep learning|Computational complexity|Quantum computing,accept,Quisquam non ipsum amet etincidunt quisquam magnam consectetur.,reject,Quiquia tempora non consectetur velit dolore voluptatem.,Demo Paper,Human-computer interaction|Robotics|Cryptography|Computer graphics|Information theory
58,59,Peter H. Schmitt,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG26,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Computational aspects of three-valued logic,,,,LILOG-Report 26,1987,Attahiru Sule Alfa|Shlomo Mark,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Silvia Villa,Cryptography|Cybersecurity|Information theory|Artificial intelligence,reject,Dolore magnam voluptatem sit magnam tempora dolor sed.,accept,Quiquia dolor ipsum quisquam dolore voluptatem quisquam.,Demo Paper,Cloud computing|Data mining|Algorithm analysis|Computer graphics
59,60,Christoph Beierle|Udo Pletat,,,,,,,,,,,,,,LILOG-Report,tr/ibm/LILOG38,2017-06-08,,,,,,,IBM Deutschland GmbH,,informal,,,Semantics of Logic Programs with Equational Abstract Data Type Specifications,,,,LILOG-Report 38,1988,Bjørn Hofmann|Guido Nicolosi,Silvia Villa|Russell George Thompson|Roi Livni,Deep learning|Algorithm analysis|Data mining|Artificial intelligence|Big data,Silvia Villa,Distributed computing|Computer graphics|Computational complexity,accept,Velit ipsum eius dolor est.,accept,Amet quiquia quiquia ut numquam porro.,Full Paper,Algorithm analysis|Cloud computing|Distributed computing
60,61,Claudia Maienborn,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS157,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Processing Spatial Knowledge in LILOG,,,,IWBS Report 157,1991,Christian Fecht|Harald Luschgy,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,High-performance computing|Cryptography|Artificial intelligence|Information theory|Computer vision,reject,Dolor dolorem porro non consectetur.,reject,Quisquam dolor quaerat velit amet voluptatem adipisci dolorem.,Full Paper,Cloud computing|Computer graphics|Cryptography
61,62,Angelika Storrer|Brigitte Bläser|Ulrike Schwall,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS231,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,A Reusable Lexical Database Tool for Machine Translation,,,,IWBS Report 231,1992,Auke J. K. Pols|Marty J. Wolf,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alan Zimmerman,Quantum computing|Computational complexity|Computer networks|High-performance computing|Machine learning,accept,Ut quaerat dolore adipisci voluptatem tempora quaerat.,accept,Numquam amet adipisci consectetur est dolore quiquia.,Short Paper,Computer vision|Cybersecurity|Machine learning|Natural language processing|Distributed computing
62,63,Esther König,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS146,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Der Lambek-Kalkül. Eine Logik für lexikalische Grammatiken,,,,IWBS Report 146,1990,Michael Schmitt 0002|Yang Liu,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Nic Schraudolph,Human-computer interaction|Computer graphics|Machine learning|Robotics,reject,Tempora amet porro non quiquia consectetur.,reject,Quaerat dolore ut neque porro non.,Full Paper,Big data|Natural language processing|Robotics|Machine learning
63,64,Claudia Mrotzek,,,,,,,,,,,,,,IWBS Report,tr/ibm/IWBS199,2017-06-08,,,,,,,"IBM Germany Science Center, Institute for Knowledge Based Systems",,informal,,,Parenthetische Konstruktionen des Deutschen.,,,,IWBS Report 199,1991,James A. Stieb|Yongmou Liu,Alan Zimmerman|Mitja Trampus|Nic Schraudolph|Alina Beygelzimer|Yongmou Liu,Cloud computing|Artificial intelligence|Computer graphics|Robotics,Alina Beygelzimer,Cryptography|Computer networks|Human-computer interaction|Deep learning|Computer graphics,reject,Est consectetur etincidunt consectetur voluptatem quaerat quaerat.,accept,Numquam sed velit velit.,Short Paper,Quantum computing|Information theory|Data mining
